Image Path,Clothes,Cloth Pattern ,Gender,HOURGLASS,APPLE,PEAR,RECTANGLE ,TRIANGLE,INVERTED TRIANGLE,OVAL ,TRAPEZOID
C:\xampp\htdocs\URasethetic\images\Men\pinned collar .png,pinned collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\plaid pants .png,plaid pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\plaid shirt .png,plaid shirt,8,2,0,0,0,70,70,70,70,70
C:\xampp\htdocs\URasethetic\images\Men\pleated pants.png,pleated pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\pocket tee .png,pocket tee,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\polo tshirt .png,polo tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\relaxed fit pants.png,relaxed fit pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\rugby shirt .png,rugby shirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\sailor collar .png,sailor collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\shawl neckline collar.png,shawl neckline collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\short sleeve shirt .png,short sleeve shirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\short sleeve tshirt .png,short sleeve tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\shorts- pants.png,shorts- pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\skinny jeans pants.png,skinny jeans pants,10,2,0,0,0,60,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\slim fit pants.png,slim fit pants,10,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\small button down collar .png,small button down collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\small club collar .png,small club collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\spread collar .png,spread collar,9,2,0,0,0,70,71,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\stand collar .png,stand collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\straight jeans pants.png,straight jeans pants,10,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\straight point collar .png,straight point collar,9,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\sweat pants.png,sweat pants,10,2,0,0,0,60,60,50,50,75
C:\xampp\htdocs\URasethetic\images\Men\sweatshirt .png,sweatshirt,8,2,0,0,0,70,70,60,60,75
C:\xampp\htdocs\URasethetic\images\Men\tab collar .png,tab collar,9,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\tank .png,tank,8,2,0,0,0,60,60,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\torn jeans pants.png,torn jeans pants,10,2,0,0,0,60,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\tshirt .png,tshirt,8,2,0,0,0,70,70,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\turtle neck .png,turtle neck,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\tuxedo shirt.png,tuxedo shirt,8,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\utility pants.png,utility pants,10,2,0,0,0,60,60,50,50,80
C:\xampp\htdocs\URasethetic\images\Men\utility work tshirt .png,utility work tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\v neck tee.png,v neck tee,8,2,0,0,0,70,70,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\vertical stripe shirt.png,vertical stripe shirt,8,2,0,0,0,70,70,60,70,60
C:\xampp\htdocs\URasethetic\images\Men\Western shirt.png,Western shirt,8,2,0,0,0,70,50,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\wide leg pants.png,wide leg pants,10,2,0,0,0,60,60,50,50,70
